episode,reward,epsilon,mode
69900,-38.21,0.2520686568941913,easy
70000,-32.17,0.2515650183504252,easy
70100,-39.24,0.25106238608719356,easy
70200,-35.89,0.25056075809392625,easy
70300,-39.7,0.25006013236407076,easy
70400,-36.85,0.24956050689508316,easy
70500,-34.6,0.24906187968842114,easy
70600,-35.64,0.24856424874953542,easy
70700,-33.04,0.24806761208786157,easy
70800,-34.9,0.24757196771681267,easy
70900,-36.26,0.24707731365377084,easy
71000,-35.32,0.24658364792007964,easy
71100,-35.25,0.24609096854103585,easy
71200,-38.49,0.24559927354588215,easy
71300,-33.29,0.24510856096779837,easy
71400,-36.38,0.24461882884389433,easy
71500,-32.18,0.24413007521520164,easy
71600,-42.22,0.2436422981266662,easy
71700,-37.15,0.2431554956271398,easy
71800,-34.66,0.242669665769373,easy
71900,-36.25,0.2421848066100067,easy
72000,-36.57,0.24170091620956496,easy
72100,-34.33,0.24121799263244675,easy
72200,-37.71,0.24073603394691856,easy
72300,-35.67,0.24025503822510627,easy
72400,-33.34,0.23977500354298797,easy
72500,-38.97,0.23929592798038585,easy
72600,-34.66,0.23881780962095883,easy
72700,-29.88,0.23834064655219445,easy
72800,-27.94,0.2378644368654018,easy
72900,-22.82,0.23738917865570316,easy
73000,-30.61,0.2369148700220273,easy
73100,-37.2,0.23644150906710099,easy
73200,-34.83,0.2359690938974419,easy
73300,-32.34,0.23549762262335067,easy
73400,-37.52,0.23502709335890407,easy
73500,-33.48,0.23455750422194704,easy
73600,-36.11,0.23408885333408452,easy
73700,-31.6,0.23362113882067495,easy
73800,-38.17,0.2331543588108224,easy
73900,-40.69,0.23268851143736835,easy
74000,-37.05,0.23222359483688584,easy
74100,-34.73,0.23175960714967048,easy
74200,-31.54,0.23129654651973405,easy
74300,-35.41,0.23083441109479602,easy
74400,-34.26,0.23037319902627731,easy
74500,-35.89,0.22991290846929202,easy
74600,-32.25,0.22945353758264056,easy
74700,-33.42,0.22899508452880196,easy
74800,-30.25,0.22853754747392674,easy
74900,-36.5,0.2280809245878295,easy
75000,-39.48,0.22762521404398173,easy
75100,-28.81,0.22717041401950383,easy
75200,-34.18,0.2267165226951589,easy
75300,-30.34,0.22626353825534487,easy
75400,-38.64,0.2258114588880868,easy
75500,-31.75,0.2253602827850307,easy
75600,-34.89,0.22491000814143539,easy
75700,-36.21,0.22446063315616566,easy
75800,-35.8,0.22401215603168506,easy
75900,-35.3,0.22356457497404858,easy
76000,-37.42,0.2231178881928955,easy
76100,-39.59,0.2226720939014424,easy
76200,-31.17,0.2222271903164761,easy
76300,-33.75,0.2217831756583459,easy
76400,-40.54,0.22134004815095706,easy
76500,-37.92,0.22089780602176354,easy
76600,-41.12,0.2204564475017608,easy
76700,-30.09,0.22001597082547875,easy
76800,-34.48,0.2195763742309749,easy
76900,-33.92,0.21913765595982726,easy
77000,-37.23,0.2186998142571269,easy
77100,-37.94,0.21826284737147156,easy
77200,-39.28,0.21782675355495804,easy
77300,-32.72,0.21739153106317569,easy
77400,-36.22,0.21695717815519908,easy
77500,-33.48,0.2165236930935812,easy
77600,-32.93,0.21609107414434664,easy
77700,-34.89,0.21565931957698456,easy
77800,-42.85,0.21522842766444134,easy
77900,-36.94,0.21479839668311437,easy
78000,-39.45,0.21436922491284463,easy
78100,-37.48,0.2139409106369103,easy
78200,-34.29,0.21351345214201928,easy
78300,-30.96,0.21308684771830297,easy
78400,-38.42,0.21266109565930896,easy
78500,-38.57,0.21223619426199428,easy
78600,-40.13,0.21181214182671876,easy
78700,-40.53,0.2113889366572384,easy
78800,-33.02,0.21096657706069788,easy
78900,-41.84,0.21054506134762466,easy
79000,-34.74,0.21012438783192128,easy
79100,-39.84,0.20970455483085976,easy
79200,-37.99,0.20928556066507387,easy
79300,-32.64,0.20886740365855283,easy
79400,-29.83,0.2084500821386346,easy
79500,-37.8,0.2080335944359993,easy
79600,-34.33,0.20761793888466215,easy
79700,-32.61,0.20720311382196693,easy
79800,-33.52,0.20678911758857987,easy
79900,-37.53,0.20637594852848243,easy
80000,-37.28,0.20596360498896457,easy
80100,-39.29,0.20555208532061872,easy
80200,-39.64,0.20514138787733271,easy
80300,-36.31,0.20473151101628337,easy
80400,-38.06,0.2043224530979299,easy
80500,-40.72,0.2039142124860073,easy
80600,-33.19,0.20350678754752005,easy
80700,-30.36,0.2031001766527351,easy
80800,-37.29,0.2026943781751762,easy
80900,-40.43,0.20228939049161584,easy
81000,-38.0,0.20188521198207063,easy
81100,-40.54,0.20148184102979372,easy
81200,-35.49,0.2010792760212683,easy
81300,-39.8,0.20067751534620187,easy
81400,-37.37,0.2002765573975189,easy
81500,-36.42,0.19987640057135492,easy
81600,-35.39,0.19947704326705026,easy
81700,-39.87,0.19907848388714303,easy
81800,-40.39,0.19868072083736346,easy
81900,-36.82,0.19828375252662678,easy
82000,-40.63,0.19788757736702747,easy
82100,-33.85,0.19749219377383287,easy
82200,-36.28,0.19709760016547648,easy
82300,-40.93,0.19670379496355161,easy
82400,-33.12,0.1963107765928054,easy
82500,-37.38,0.1959185434811325,easy
82600,-39.29,0.19552709405956867,easy
82700,-32.15,0.19513642676228424,easy
82800,-37.47,0.1947465400265783,easy
82900,-34.87,0.19435743229287192,easy
83000,-34.0,0.19396910200470294,easy
83100,-37.21,0.19358154760871843,easy
83200,-32.35,0.19319476755466927,easy
83300,-37.05,0.19280876029540378,easy
83400,-31.69,0.19242352428686146,easy
83500,-31.86,0.19203905798806697,easy
83600,-31.88,0.19165535986112392,easy
83700,-34.18,0.19127242837120872,easy
83800,-37.13,0.19089026198656392,easy
83900,-39.31,0.19050885917849314,easy
84000,-38.04,0.1901282184213541,easy
84100,-36.71,0.18974833819255277,easy
84200,-31.77,0.1893692169725374,easy
84300,-32.44,0.18899085324479217,easy
84400,-35.61,0.18861324549583153,easy
84500,-37.94,0.18823639221519373,easy
84600,-32.34,0.18786029189543496,easy
84700,-39.35,0.18748494303212335,easy
84800,-36.9,0.18711034412383298,easy
84900,-40.36,0.1867364936721378,easy
85000,-36.34,0.18636339018160542,easy
85100,-36.73,0.18599103215979151,easy
85200,-40.57,0.18561941811723381,easy
85300,-37.49,0.18524854656744588,easy
85400,-40.21,0.1848784160269115,easy
85500,-41.69,0.18450902501507824,easy
85600,-38.32,0.18414037205435219,easy
85700,-40.61,0.18377245567009137,easy
85800,-34.69,0.1834052743906002,easy
85900,-31.38,0.18303882674712385,easy
86000,-35.11,0.182673111273842,easy
86100,-38.48,0.18230812650786282,easy
86200,-32.04,0.18194387098921772,easy
86300,-37.22,0.18158034326085495,easy
86400,-34.64,0.1812175418686341,easy
86500,-38.52,0.1808554653613199,easy
86600,-26.63,0.18049411229057719,easy
86700,-31.44,0.18013348121096417,easy
86800,-31.64,0.1797735706799271,easy
86900,-37.68,0.17941437925779452,easy
87000,-31.43,0.17905590550777156,easy
87100,-40.97,0.17869814799593414,easy
87200,-30.05,0.17834110529122307,easy
87300,-32.77,0.17798477596543852,easy
87400,-35.45,0.17762915859323414,easy
87500,-38.6,0.1772742517521117,easy
87600,-35.76,0.17692005402241492,easy
87700,-40.61,0.1765665639873239,easy
87800,-36.63,0.17621378023284973,easy
87900,-36.79,0.17586170134782889,easy
88000,-33.72,0.1755103259239172,easy
88100,-39.84,0.17515965255558413,easy
88200,-40.42,0.17480967984010798,easy
88300,-40.56,0.1744604063775695,easy
88400,-31.56,0.1741118307708461,easy
88500,-37.41,0.1737639516256071,easy
88600,-29.23,0.17341676755030772,easy
88700,-37.03,0.17307027715618323,easy
88800,-40.95,0.17272447905724425,easy
88900,-39.92,0.1723793718702699,easy
89000,-37.16,0.1720349542148035,easy
89100,-39.21,0.1716912247131463,easy
89200,-38.01,0.17134818199035254,easy
89300,-38.73,0.17100582467422332,easy
89400,-38.66,0.17066415139530125,easy
89500,-41.6,0.17032316078686602,easy
89600,-35.25,0.169982851484927,easy
89700,-36.05,0.16964322212821945,easy
89800,-33.28,0.1693042713581984,easy
89900,-39.34,0.16896599781903324,easy
90000,-36.2,0.16862840015760203,easy
90100,-39.36,0.1682914770234869,easy
90200,-40.29,0.16795522706896776,easy
90300,-33.91,0.16761964894901757,easy
90400,-38.59,0.16728474132129653,easy
90500,-34.67,0.1669505028461469,easy
90600,-34.88,0.16661693218658732,easy
90700,-32.58,0.16628402800830824,easy
90800,-37.36,0.16595178897966595,easy
90900,-38.21,0.16562021377167735,easy
91000,-41.7,0.1652893010580145,easy
91100,-30.48,0.16495904951499957,easy
91200,-33.68,0.16462945782159977,easy
91300,-37.2,0.16430052465942133,easy
91400,-39.6,0.16397224871270488,easy
91500,-34.62,0.16364462866831994,easy
91600,-36.84,0.1633176632157597,easy
91700,-32.54,0.1629913510471356,easy
91800,-41.65,0.16266569085717264,easy
91900,-34.69,0.1623406813432036,easy
92000,-37.87,0.1620163212051637,easy
92100,-36.25,0.16169260914558634,easy
92200,-35.8,0.1613695438695967,easy
92300,-39.41,0.16104712408490768,easy
92400,-39.89,0.16072534850181372,easy
92500,-32.17,0.16040421583318631,easy
92600,-36.51,0.16008372479446872,easy
92700,-39.24,0.15976387410367052,easy
92800,-28.81,0.15944466248136327,easy
92900,-35.56,0.1591260886506743,easy
93000,-30.45,0.15880815133728252,easy
93100,-40.15,0.15849084926941262,easy
93200,-38.34,0.1581741811778307,easy
93300,-41.02,0.15785814579583843,easy
93400,-37.03,0.15754274185926878,easy
93500,-40.82,0.15722796810648035,easy
93600,-34.59,0.15691382327835254,easy
93700,-36.32,0.15660030611828035,easy
93800,-33.62,0.1562874153721695,easy
93900,-30.27,0.15597514978843208,easy
94000,-41.19,0.1556635081179797,easy
94100,-32.54,0.1553524891142208,easy
94200,-39.79,0.15504209153305387,easy
94300,-36.8,0.15473231413286348,easy
94400,-35.21,0.1544231556745148,easy
94500,-35.61,0.15411461492134873,easy
94600,-32.69,0.15380669063917732,easy
94700,-31.56,0.15349938159627827,easy
94800,-35.76,0.15319268656339052,easy
94900,-41.49,0.15288660431370898,easy
95000,-34.67,0.15258113362287956,easy
95100,-32.68,0.15227627326899484,easy
95200,-41.57,0.1519720220325886,easy
95300,-38.18,0.15166837869663094,easy
95400,-42.87,0.15136534204652397,easy
95500,-42.07,0.15106291087009655,easy
95600,-34.94,0.1507610839575993,easy
95700,-39.19,0.15045986010169995,easy
95800,-38.8,0.1501592380974788,easy
95900,-36.64,0.14985921674242303,easy
96000,-35.71,0.1495597948364232,easy
96100,-39.99,0.14926097118176698,easy
96200,-37.42,0.1489627445831357,easy
96300,-37.32,0.1486651138475985,easy
96400,-34.41,0.14836807778460845,easy
96500,-40.47,0.148071635205997,easy
96600,-35.01,0.1477757849259697,easy
96700,-43.8,0.14748052576110163,easy
96800,-34.37,0.14718585653033184,easy
96900,-35.65,0.14689177605495946,easy
97000,-40.74,0.14659828315863882,easy
97100,-34.57,0.14630537666737423,easy
97200,-41.52,0.1460130554095161,easy
97300,-41.31,0.1457213182157556,easy
97400,-33.45,0.1454301639191202,easy
97500,-35.71,0.14513959135496907,easy
97600,-40.1,0.14484959936098812,easy
97700,-36.95,0.14456018677718596,easy
97800,-39.0,0.14427135244588873,easy
97900,-41.99,0.1439830952117356,easy
98000,-40.51,0.14369541392167418,easy
98100,-35.96,0.14340830742495575,easy
98200,-34.87,0.1431217745731312,easy
98300,-34.46,0.14283581422004563,easy
98400,-37.5,0.14255042522183456,easy
98500,-36.86,0.1422656064369186,easy
98600,-37.74,0.14198135672599962,easy
98700,-39.23,0.14169767495205557,easy
98800,-42.03,0.14141455998033636,easy
98900,-41.14,0.14113201067835884,easy
99000,-40.85,0.14085002591590315,easy
99100,-40.26,0.14056860456500703,easy
99200,-31.1,0.14028774549996242,easy
99300,-43.96,0.14000744759731001,easy
99400,-34.83,0.13972770973583545,easy
99500,-38.97,0.13944853079656466,easy
99600,-35.72,0.13916990966275913,easy
99700,-34.25,0.1388918452199115,easy
99800,-32.97,0.13861433635574158,easy
99900,-38.57,0.13833738196019132,easy
100000,-32.16,0.1380609809254206,easy
100100,-34.92,0.1377851321458026,easy
100200,-38.95,0.13750983451791993,easy
100300,-40.4,0.13723508694055955,easy
100400,-32.21,0.13696088831470896,easy
100500,-32.36,0.13668723754355147,easy
100600,-38.59,0.1364141335324615,easy
100700,-37.08,0.13614157518900094,easy
100800,-32.95,0.13586956142291418,easy
100900,-34.03,0.13559809114612406,easy
101000,-37.3,0.13532716327272729,easy
101100,-37.78,0.1350567767189906,easy
101200,-41.1,0.13478693040334547,easy
101300,-34.83,0.13451762324638492,easy
101400,-36.7,0.1342488541708583,easy
101500,-37.76,0.13398062210166756,easy
101600,-40.58,0.1337129259658624,easy
101700,-32.09,0.13344576469263655,easy
101800,-32.85,0.13317913721332328,easy
101900,-36.62,0.13291304246139102,easy
102000,-35.82,0.13264747937243906,easy
102100,-42.11,0.13238244688419354,easy
102200,-34.25,0.13211794393650278,easy
102300,-38.17,0.13185396947133335,easy
102400,-36.36,0.13159052243276642,easy
102500,-37.05,0.1313276017669921,easy
102600,-32.32,0.1310652064223063,easy
102700,-39.34,0.1308033353491063,easy
102800,-38.03,0.13054198749988674,easy
102900,-36.03,0.1302811618292347,easy
103000,-37.08,0.13002085729382643,easy
103100,-36.22,0.12976107285242247,easy
103200,-36.28,0.12950180746586404,easy
103300,-37.01,0.1292430600970685,easy
103400,-35.11,0.12898482971102535,easy
103500,-32.37,0.12872711527479214,easy
103600,-34.97,0.12846991575748984,easy
103700,-37.4,0.12821323013029962,easy
103800,-31.04,0.12795705736645824,easy
103900,-31.42,0.12770139644125353,easy
104000,-37.81,0.12744624633202126,easy
104100,-39.7,0.12719160601814009,easy
104200,-35.09,0.12693747448102816,easy
104300,-33.73,0.12668385070413865,easy
104400,-31.1,0.12643073367295582,easy
104500,-35.38,0.12617812237499085,easy
104600,-28.61,0.12592601579977802,easy
104700,-38.72,0.1256744129388706,easy
104800,-36.46,0.12542331278583668,easy
104900,-38.0,0.12517271433625513,easy
105000,-39.36,0.12492261658771174,easy
105100,-35.37,0.1246730185397953,easy
105200,-37.01,0.12442391919409329,easy
105300,-43.81,0.12417531755418812,easy
105400,-38.24,0.12392721262565301,easy
105500,-37.85,0.12367960341604797,easy
105600,-35.9,0.12343248893491612,easy
105700,-31.77,0.12318586819377932,easy
105800,-41.73,0.1229397402061345,easy
105900,-41.12,0.12269410398744984,easy
106000,-41.84,0.1224489585551604,easy
106100,-37.61,0.1222043029286646,easy
106200,-35.48,0.1219601361293199,easy
106300,-40.86,0.1217164571804394,easy
106400,-37.87,0.12147326510728743,easy
106500,-38.89,0.1212305589370759,easy
106600,-37.26,0.12098833769896034,easy
106700,-36.59,0.1207466004240362,easy
106800,-33.51,0.12050534614533452,easy
106900,-39.96,0.12026457389781878,easy
107000,-35.8,0.12002428271838037,easy
107100,-37.02,0.11978447164583501,easy
107200,-41.11,0.11954513972091886,easy
107300,-29.44,0.11930628598628489,easy
107400,-34.44,0.11906790948649859,easy
107500,-30.12,0.11883000926803458,easy
107600,-36.68,0.11859258437927264,easy
107700,-41.82,0.11835563387049393,easy
107800,-32.52,0.11811915679387712,easy
107900,-34.8,0.11788315220349481,easy
108000,-40.83,0.11764761915530927,easy
108100,-38.4,0.11741255670716914,easy
108200,-31.56,0.11717796391880557,easy
108300,-37.26,0.11694383985182834,easy
108400,-37.98,0.11671018356972214,easy
108500,-32.75,0.11647699413784283,easy
108600,-31.5,0.11624427062341369,easy
108700,-42.24,0.11601201209552178,easy
108800,-38.51,0.11578021762511413,easy
108900,-38.49,0.11554888628499385,easy
109000,-34.63,0.11531801714981693,easy
109100,-34.28,0.11508760929608791,easy
109200,-31.34,0.11485766180215674,easy
109300,-39.88,0.11462817374821471,easy
109400,-33.51,0.11439914421629102,easy
109500,-38.08,0.11417057229024878,easy
109600,-36.23,0.11394245705578171,easy
109700,-31.75,0.11371479760041037,easy
109800,-34.17,0.1134875930134785,easy
109900,-38.41,0.11326084238614906,easy
110000,-32.32,0.11303454481140128,easy
110100,-41.71,0.1128086993840263,easy
110200,-39.66,0.11258330520062418,easy
110300,-36.23,0.11235836135959992,easy
110400,-39.41,0.11213386696115962,easy
110500,-36.64,0.11190982110730768,easy
110600,-37.18,0.11168622290184231,easy
110700,-39.51,0.11146307145035249,easy
110800,-36.11,0.11124036586021434,easy
110900,-34.12,0.11101810524058728,easy
111000,-37.92,0.1107962887024109,easy
111100,-41.93,0.11057491535840085,easy
111200,-35.91,0.11035398432304588,easy
111300,-35.6,0.11013349471260384,easy
111400,-37.87,0.1099134456450983,easy
111500,-35.42,0.10969383624031513,easy
111600,-36.06,0.10947466561979885,easy
111700,-37.03,0.10925593290684917,easy
111800,-43.03,0.10903763722651748,easy
111900,-32.9,0.10881977770560326,easy
112000,-35.87,0.10860235347265071,easy
112100,-32.69,0.10838536365794521,easy
112200,-40.6,0.10816880739350984,easy
112300,-34.98,0.10795268381310189,easy
112400,-35.77,0.10773699205220952,easy
112500,-40.73,0.1075217312480481,easy
112600,-39.91,0.10730690053955699,easy
112700,-37.73,0.10709249906739583,easy
112800,-37.95,0.1068785259739413,easy
112900,-33.11,0.10666498040328358,easy
113000,-39.89,0.10645186150122313,easy
113100,-37.0,0.10623916841526687,easy
113200,-40.16,0.1060269002946253,easy
113300,-32.72,0.10581505629020853,easy
113400,-39.77,0.10560363555462336,easy
113500,-38.04,0.1053926372421697,easy
113600,-38.07,0.10518206050883704,easy
113700,-43.28,0.10497190451230144,easy
113800,-37.12,0.10476216841192175,easy
113900,-40.85,0.10455285136873643,easy
114000,-36.88,0.10434395254546047,easy
114100,-35.64,0.10413547110648147,easy
114200,-31.98,0.10392740621785673,easy
114300,-39.04,0.1037197570473098,easy
114400,-36.08,0.10351252276422707,easy
114500,-36.0,0.10330570253965453,easy
114600,-39.9,0.10309929554629456,easy
114700,-38.05,0.10289330095850233,easy
114800,-32.29,0.10268771795228276,easy
114900,-40.89,0.10248254570528713,easy
115000,-34.78,0.10227778339680975,easy
115100,-37.32,0.10207343020778466,easy
115200,-34.71,0.10186948532078251,easy
115300,-32.29,0.10166594792000719,easy
115400,-32.58,0.10146281719129249,easy
115500,-37.09,0.10126009232209908,easy
115600,-36.78,0.10105777250151095,easy
115700,-34.78,0.10085585692023229,easy
115800,-37.97,0.10065434477058446,easy
115900,-37.34,0.10045323524650242,easy
116000,-39.97,0.10025252754353171,easy
116100,-35.7,0.10005222085882513,easy
116200,-33.8,0.09985231439113973,easy
116300,-38.53,0.0996528073408334,easy
116400,-41.16,0.09945369890986169,easy
116500,-31.97,0.09925498830177472,easy
116600,-41.17,0.09905667472171378,easy
116700,-39.58,0.0988587573764085,easy
116800,-40.34,0.0986612354741734,easy
116900,-34.11,0.09846410822490474,easy
117000,-35.34,0.09826737484007758,easy
117100,-34.99,0.09807103453274238,easy
117200,-38.94,0.09787508651752186,easy
117300,-36.56,0.09767953001060811,easy
117400,-42.61,0.09748436422975913,easy
117500,-41.68,0.09728958839429591,easy
117600,-39.63,0.0970952017250994,easy
117700,-35.51,0.09690120344460694,easy
117800,-38.52,0.09670759277680974,easy
117900,-39.23,0.09651436894724935,easy
118000,-40.4,0.09632153118301469,easy
118100,-38.07,0.09612907871273915,easy
118200,-41.13,0.09593701076659701,easy
118300,-38.85,0.09574532657630098,easy
118400,-37.09,0.09555402537509873,easy
118500,-39.9,0.09536310639776982,easy
118600,-38.95,0.0951725688806228,easy
118700,-37.94,0.09498241206149224,easy
118800,-38.52,0.09479263517973521,easy
118900,-38.53,0.09460323747622888,easy
119000,-37.07,0.09441421819336704,easy
119100,-41.95,0.09422557657505712,easy
119200,-40.5,0.0940373118667173,easy
119300,-40.3,0.09384942331527348,easy
119400,-35.21,0.09366191016915609,easy
119500,-33.27,0.09347477167829739,easy
119600,-35.32,0.09328800709412818,easy
119700,-34.1,0.0931016156695749,easy
119800,-35.9,0.09291559665905676,easy
119900,-43.54,0.0927299493184825,easy
120000,-32.6,0.09254467290524762,easy
120100,-29.3,0.09235976667823158,easy
120200,-29.18,0.09217522989779427,easy
120300,-39.83,0.09199106182577364,easy
120400,-34.7,0.09180726172548236,easy
120500,-36.91,0.09162382886170509,easy
120600,-33.57,0.09144076250069556,easy
120700,-40.9,0.09125806191017335,easy
120800,-38.16,0.0910757263593212,easy
120900,-42.42,0.09089375511878207,easy
121000,-34.42,0.09071214746065635,easy
121100,-42.11,0.0905309026584985,easy
121200,-35.41,0.09035001998731464,easy
121300,-30.88,0.09016949872355927,easy
121400,-35.82,0.0899893381451328,easy
121500,-39.5,0.08980953753137812,easy
121600,-34.72,0.08963009616307822,easy
121700,-30.51,0.08945101332245296,easy
121800,-39.61,0.08927228829315657,easy
121900,-38.79,0.0890939203602742,easy
122000,-35.11,0.08891590881031984,easy
122100,-37.99,0.08873825293123262,easy
122200,-34.68,0.08856095201237466,easy
122300,-36.26,0.08838400534452781,easy
122400,-39.0,0.08820741221989103,easy
122500,-38.08,0.08803117193207743,easy
122600,-38.26,0.08785528377611164,easy
122700,-38.33,0.08767974704842664,easy
122800,-35.01,0.08750456104686125,easy
122900,-34.47,0.08732972507065716,easy
123000,-42.54,0.08715523842045633,easy
123100,-35.08,0.08698110039829797,easy
123200,-31.79,0.08680731030761576,easy
123300,-39.98,0.08663386745323519,easy
123400,-32.58,0.08646077114137088,easy
123500,-36.0,0.08628802067962348,easy
123600,-34.1,0.0861156153769769,easy
123700,-21.25,0.0859435545437961,easy
123800,-39.11,0.08577183749182367,easy
123900,-37.3,0.08560046353417743,easy
124000,-37.7,0.08542943198534765,easy
124100,-30.53,0.08525874216119422,easy
124200,-33.29,0.08508839337894394,easy
124300,-37.92,0.08491838495718775,easy
124400,-40.52,0.08474871621587818,easy
124500,-29.89,0.08457938647632653,easy
124600,-31.39,0.08441039506120007,easy
124700,-37.16,0.08424174129451946,easy
124800,-40.02,0.08407342450165575,easy
124900,-39.66,0.08390544400932813,easy
125000,-35.93,0.083737799145601,easy
125100,-36.57,0.0835704892398813,easy
125200,-37.72,0.08340351362291572,easy
125300,-39.6,0.0832368716267882,easy
125400,-41.35,0.0830705625849173,easy
125500,-33.69,0.08290458583205326,easy
125600,-32.64,0.08273894070427558,easy
125700,-36.22,0.08257362653899025,easy
125800,-32.84,0.08240864267492713,easy
125900,-37.19,0.08224398845213747,easy
126000,-38.54,0.08207966321199087,easy
126100,-38.64,0.08191566629717312,easy
126200,-30.72,0.08175199705168318,easy
126300,-33.79,0.0815886548208307,easy
126400,-35.85,0.08142563895123348,easy
126500,-38.41,0.08126294879081483,easy
126600,-38.8,0.08110058368880085,easy
126700,-30.4,0.08093854299571795,easy
126800,-34.32,0.08077682606339016,easy
126900,-34.48,0.08061543224493657,easy
127000,-39.34,0.08045436089476886,easy
127100,-32.91,0.08029361136858841,easy
127200,-33.02,0.08013318302338407,easy
127300,-39.65,0.07997307521742952,easy
127400,-37.32,0.07981328731028044,easy
127500,-35.31,0.07965381866277214,easy
127600,-37.46,0.07949466863701714,easy
127700,-26.62,0.07933583659640243,easy
127800,-36.64,0.07917732190558685,easy
127900,-33.14,0.07901912393049876,easy
128000,-30.36,0.0788612420383334,easy
128100,-29.83,0.07870367559755034,easy
128200,-32.83,0.0785464239778711,easy
128300,-36.23,0.07838948655027632,easy
128400,-37.74,0.07823286268700344,easy
128500,-37.27,0.07807655176154449,easy
128600,-35.12,0.07792055314864293,easy
128700,-38.53,0.07776486622429149,easy
